VOG5130,87.7,NA
VOG5691,591.2,NA
VOG10633,432.6,NA
VOG5693,123.2,NA
VOG5692,241.1,NA
VOG10636,175.0,NA
VOG5694,163.3,NA
VOG5822,123.4,120.0
VOG5355,217.8,NA
VOG5356,103.2,NA
VOG5357,242.5,72.1
VOG5826,128.4,NA
VOG5351,168.9,71.2
VOG5824,101.9,101.0
VOG5353,64.9,46.0
VOG9817,409.9,NA
VOG9816,297.5,48.0
VOG9815,372.2,NA
VOG9814,142.2,NA
VOG5358,162.7,159.3
VOG5359,98.0,NA
VOG9811,294.2,NA
VOG9810,731.9,NA
VOG4133,157.1,NA
VOG5132,96.1,NA
VOG7103,107.0,NA
VOG8148,192.4,91.1
VOG8149,349.2,155.2
VOG4199,67.5,44.3
VOG4198,115.6,NA
VOG7102,149.9,NA
VOG4195,214.3,NA
VOG4194,50.8,NA
VOG8140,163.7,NA
VOG8141,193.0,NA
VOG8146,350.1,NA
VOG8147,249.3,NA
VOG8144,120.0,101.3
VOG4192,7974.6,7659.2
VOG5133,186.6,NA
VOG3133,101.1,78.0
VOG7105,87.3,NA
VOG10043,184.4,NA
VOG4995,71.7,NA
VOG4994,96.9,NA
VOG4997,152.0,53.2
VOG4996,177.8,NA
VOG4991,252.1,149.6
VOG4990,88.4,NA
VOG4993,91.2,NA
VOG4992,84.3,35.4
VOG4999,1065.7,NA
VOG4998,76.5,NA
VOG9536,120.4,NA
VOG5743,123.3,NA
VOG4136,169.6,151.5
VOG5742,132.8,NA
VOG5217,89.7,NA
VOG3178,281.6,NA
VOG3179,94.9,NA
VOG1975,84.9,NA
VOG3172,116.8,NA
VOG5747,76.7,NA
VOG3174,89.6,NA
VOG3175,95.9,NA
VOG5745,93.1,35.7
VOG5744,133.6,NA
VOG8858,176.6,NA
VOG8859,1355.1,564.1
VOG4613,642.1,478.2
VOG8850,76.4,NA
VOG8851,92.2,NA
VOG8852,143.7,NA
VOG8853,173.9,NA
VOG8854,215.2,NA
VOG8855,1788.0,1642.3
VOG8856,204.2,NA
VOG8857,167.5,58.6
VOG4611,101.1,63.5
VOG4616,90.3,NA
VOG4617,63.5,38.9
VOG10559,108.9,NA
VOG10558,162.3,NA
VOG4342,141.1,NA
VOG10553,75.3,NA
VOG10552,144.3,NA
VOG10551,176.8,48.0
VOG10550,1131.2,NA
VOG10557,103.6,NA
VOG10556,80.9,71.8
VOG10555,207.3,NA
VOG10554,106.6,NA
VOG4164,560.7,547.4
VOG4165,141.0,52.1
VOG8193,233.3,45.3
VOG5194,154.0,NA
VOG8192,163.9,NA
VOG3256,414.6,NA
VOG4161,132.4,NA
VOG8197,97.0,NA
VOG6676,1182.4,198.5
VOG6677,277.1,49.1
VOG6674,137.2,54.9
VOG6675,224.6,NA
VOG6672,1541.7,200.4
VOG6673,786.2,52.4
VOG6670,246.5,NA
VOG6671,151.1,34.5
VOG3343,133.8,41.1
VOG6678,189.2,75.7
VOG6679,143.3,43.2
VOG1026,181.8,125.5
VOG1027,456.1,NA
VOG1024,78.3,NA
VOG1025,272.5,NA
VOG1020,178.1,145.3
VOG1021,257.2,NA
VOG5192,824.8,NA
VOG1029,994.5,419.9
VOG7507,967.7,141.2
VOG7506,117.7,NA
VOG7505,100.3,NA
VOG7504,261.1,NA
VOG7503,337.5,NA
VOG7502,162.6,NA
VOG7501,169.8,NA
VOG7500,91.2,NA
VOG7509,84.0,NA
VOG7508,290.1,NA
VOG6904,92.1,NA
VOG6453,208.6,NA
VOG6906,156.9,NA
VOG6451,144.3,NA
VOG6900,118.9,NA
VOG6901,162.4,NA
VOG6902,145.6,NA
VOG6903,282.1,53.7
VOG6458,391.9,NA
VOG6459,229.7,NA
VOG6908,109.0,NA
VOG6909,132.7,NA
VOG5963,522.0,436.8
VOG5962,154.3,NA
VOG9932,332.7,NA
VOG5960,122.0,84.2
VOG5967,225.3,NA
VOG5966,321.4,31.3
VOG5965,367.7,64.7
VOG5964,83.6,NA
VOG8043,179.9,NA
VOG8042,447.1,NA
VOG8041,513.8,NA
VOG0887,392.7,NA
VOG0886,154.4,NA
VOG0885,156.4,NA
VOG8040,363.7,NA
VOG0880,477.0,NA
VOG8047,118.7,NA
VOG0889,224.2,NA
VOG0888,197.2,NA
VOG8045,659.8,NA
VOG8044,454.2,NA
VOG5259,74.5,NA
VOG0088,637.0,632.8
VOG0086,135.0,133.0
VOG0085,155.5,155.3
VOG0083,380.1,352.8
VOG0080,1009.7,1008.8
VOG9156,268.6,NA
VOG9157,156.1,NA
VOG9154,188.7,NA
VOG9155,163.7,NA
VOG9152,297.1,NA
VOG9153,407.7,NA
VOG9150,344.6,NA
VOG9151,278.6,NA
VOG5258,51.4,NA
VOG9158,235.9,NA
VOG9159,193.4,NA
VOG5109,183.5,NA
VOG9489,2007.0,NA
VOG5101,1274.4,1109.1
VOG9481,817.0,NA
VOG9482,175.2,NA
VOG9483,146.3,NA
VOG9484,356.3,NA
VOG9485,355.5,NA
VOG9486,258.9,34.0
VOG9487,661.5,NA
VOG5477,128.6,74.7
VOG9732,468.0,NA
VOG9733,79.9,34.2
VOG9730,214.3,NA
VOG9731,304.6,NA
VOG9736,857.5,NA
VOG9737,96.9,NA
VOG9734,152.6,NA
VOG9735,271.8,NA
VOG9738,172.6,NA
VOG9739,174.9,NA
VOG5152,141.6,NA
VOG5153,64.9,NA
VOG5150,249.9,NA
VOG5151,102.9,NA
VOG5156,60.0,NA
VOG9474,109.1,NA
VOG7888,189.0,35.1
VOG7889,139.3,NA
VOG9477,100.6,NA
VOG7882,144.5,NA
VOG7883,135.1,NA
VOG7880,184.1,NA
VOG7881,82.9,43.2
VOG7886,292.5,174.0
VOG7887,147.0,NA
VOG7884,434.4,NA
VOG7885,480.3,NA
VOG10706,109.8,NA
VOG10707,355.9,NA
VOG10704,107.9,NA
VOG10705,272.1,NA
VOG10702,158.8,NA
VOG10703,311.2,NA
VOG10700,296.1,NA
VOG10701,214.9,NA
VOG10708,313.0,NA
VOG10709,156.3,NA
VOG4506,77.7,67.4
VOG8284,194.8,193.0
VOG4504,58.1,NA
VOG8286,140.4,140.4
VOG8281,173.7,NA
VOG4503,107.7,NA
VOG4500,167.6,NA
VOG4501,139.2,NA
VOG8289,210.4,NA
VOG8288,91.4,NA
VOG4508,101.5,43.7
VOG7082,160.3,NA
VOG7083,129.8,NA
VOG7080,121.2,NA
VOG7081,91.4,46.6
VOG7086,228.4,NA
VOG7087,457.6,448.3
VOG7084,162.7,NA
VOG7085,116.8,NA
VOG7088,215.1,NA
VOG7089,1165.5,34.7
VOG5473,185.2,NA
VOG2900,169.7,NA
VOG2901,236.4,NA
VOG2902,192.8,43.0
VOG2903,222.5,NA
VOG2904,135.5,NA
VOG2905,95.0,95.0
VOG2906,226.3,NA
VOG2907,125.8,NA
VOG2909,151.0,NA
VOG5472,159.5,155.8
VOG4762,229.5,NA
VOG8460,99.7,NA
VOG4760,1157.2,105.7
VOG4761,1737.9,NA
VOG8465,95.4,NA
VOG4767,82.2,42.5
VOG4764,86.1,NA
VOG4765,230.1,NA
VOG8469,129.3,NA
VOG8468,107.8,NA
VOG4768,111.3,111.0
VOG4769,112.9,102.8
VOG3233,262.8,NA
VOG3232,229.9,NA
VOG3235,506.5,NA
VOG3237,291.6,NA
VOG7269,112.0,NA
VOG3239,504.4,496.5
VOG3238,119.9,NA
VOG7264,1418.1,117.9
VOG7265,129.7,NA
VOG7262,90.9,89.1
VOG7263,304.4,NA
VOG7260,1084.9,NA
VOG7261,291.0,NA
VOG10696,146.4,NA
VOG10968,481.8,51.8
VOG10969,168.8,85.9
VOG4425,119.6,NA
VOG10962,241.3,NA
VOG10963,359.9,NA
VOG10960,267.4,148.0
VOG10961,102.1,NA
VOG10966,525.5,460.5
VOG10967,666.0,NA
VOG10964,204.4,NA
VOG10965,173.2,NA
VOG10412,161.3,142.7
VOG1909,78.2,73.1
VOG10413,153.4,NA
VOG1907,126.5,NA
VOG1901,265.8,NA
VOG10146,254.4,NA
VOG1903,211.3,NA
VOG1902,312.1,NA
VOG0509,221.0,205.2
VOG10416,123.7,NA
VOG0506,118.9,NA
VOG0507,176.0,175.8
VOG5417,199.4,NA
VOG10141,85.9,NA
VOG6029,106.4,50.1
VOG6028,109.5,NA
VOG10414,155.1,150.7
VOG2018,82.4,NA
VOG6023,102.2,NA
VOG6022,264.3,NA
VOG6021,175.9,NA
VOG10143,173.9,NA
VOG2012,180.0,NA
VOG6026,172.8,NA
VOG6025,200.1,74.2
VOG2011,38.9,NA
VOG5416,82.2,82.1
VOG5415,59.5,NA
VOG6559,82.0,NA
VOG5414,85.3,70.1
VOG4294,194.7,NA
VOG4030,207.7,NA
VOG2346,248.2,88.4
VOG2344,152.2,NA
VOG1279,386.3,118.8
VOG1278,87.8,85.7
VOG1270,125.2,NA
VOG1277,248.4,NA
VOG1276,351.1,NA
VOG1275,118.6,NA
VOG5592,107.4,NA
VOG5593,112.5,NA
VOG5590,151.0,133.5
VOG5591,1246.2,NA
VOG5596,134.5,NA
VOG5597,146.3,146.0
VOG5594,116.8,NA
VOG5595,455.4,NA
VOG5598,125.2,35.3
VOG5599,141.3,NA
VOG2349,53.8,52.2
VOG4034,52.4,NA
VOG9839,403.3,85.8
VOG9838,129.7,NA
VOG3292,83.1,71.6
VOG5378,88.0,NA
VOG5379,57.3,NA
VOG9831,156.3,NA
VOG5377,88.0,NA
VOG9833,128.0,NA
VOG5375,310.1,140.7
VOG9835,197.4,NA
VOG5373,71.5,35.5
VOG5370,155.5,34.8
VOG5371,76.6,NA
VOG8616,389.7,NA
VOG8617,850.0,39.4
VOG8614,101.3,55.0
VOG8615,100.0,NA
VOG8612,218.5,64.1
VOG8613,167.2,NA
VOG8610,234.9,NA
VOG8611,169.2,NA
VOG4937,150.3,NA
VOG8618,294.5,59.8
VOG4680,1120.1,222.0
VOG3291,84.6,78.6
VOG4935,146.5,36.3
VOG4934,127.9,47.3
VOG4157,226.4,NA
VOG4156,377.4,NA
VOG4979,240.0,141.2
VOG4978,120.9,NA
VOG4977,116.1,34.9
VOG4976,304.6,NA
VOG4975,185.4,NA
VOG4974,336.7,NA
VOG4973,345.7,243.2
VOG4972,74.3,68.7
VOG4971,149.0,35.2
VOG4970,154.0,NA
