1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	3
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	3
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	2
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	2
1e-19	3
1e-19	1
1e-19	3
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	2
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	3
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	3
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	3
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	3
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	2
1e-19	1
1e-19	2
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	1
1e-19	3
1e-19	2
1e-19	1
1e-19	1
1e-19	2
1e-19	1
