30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	3
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	3
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	5
30.0	3
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	2
30.0	3
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	2
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	2
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	2
30.0	3
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	2
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	4
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	5
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	3
30.0	2
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	3
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	2
30.0	1
30.0	2
30.0	2
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	2
30.0	2
30.0	2
30.0	4
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	3
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	2
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	1
30.0	2
30.0	2
30.0	1
30.0	1
30.0	3
30.0	1
30.0	1
30.0	1
30.0	1
